id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
6799,Fruits & Légumes,Fruits à noyau,27.2,1.06,2,Frais,Plastique,2024-10-30 05:00:00,Wednesday,10,Pluies,0,S008,San-Pédro,2.1,P014,1248,591.2,28.8,0.6,21.2,0,72.1,Refusé par partenaire (qualité),1
6800,Viande & Poisson,Poisson frais,16.9,5.26,1,Frais,Carton,2024-01-29 22:00:00,Monday,1,Sèche,0,S020,Abidjan,36.7,P009,1208,569.5,31.2,3.2,12.6,1,32.6,,3
6801,Fruits & Légumes,Légumes racines,21.0,1.51,3,Frais,Carton,2024-04-11 04:00:00,Thursday,4,Pluies,0,S015,San-Pédro,32.5,P009,1188,764.9,28.5,5.6,24.7,1,70.1,,4
6802,Boulangerie,Pâtisserie,71.2,1.78,1,Ambiante,Vrac,2024-09-14 11:00:00,Saturday,9,Pluies,0,S008,San-Pédro,42.9,P022,1371,66.2,27.9,1.6,24.4,0,72.1,Refusé par partenaire (qualité),1
6803,Fruits & Légumes,Légumes feuilles,40.9,1.44,1,Frais,Plastique,2024-01-11 03:00:00,Thursday,1,Sèche,0,S016,Bouaké,27.2,P020,1098,283.4,29.4,7.0,11.7,1,43.5,,3
6804,Produits Laitiers,Lait,31.7,1.86,2,Frais,Plastique,2024-07-25 16:00:00,Thursday,7,Pluies,0,S010,Yamoussoukro,10.8,P021,1579,48.5,25.7,0.2,15.3,1,62.7,,3
6805,Fruits & Légumes,Légumes racines,48.7,1.47,2,Frais,Plastique,2024-05-04 10:00:00,Saturday,5,Pluies,0,S023,Bouaké,42.9,P007,1721,48.0,25.2,1.9,19.4,1,74.9,,2
6806,Fruits & Légumes,Légumes feuilles,9.1,1.02,2,Frais,Plastique,2024-10-31 21:00:00,Thursday,10,Pluies,0,S025,Korhogo,32.6,P016,723,240.0,27.4,11.2,17.4,1,32.7,,3
6807,Fruits & Légumes,Fruits à coque,35.1,1.24,1,Frais,Vrac,2024-06-27 03:00:00,Thursday,6,Pluies,0,S038,Bouaké,40.5,P015,305,175.4,29.9,0.5,17.7,0,74.1,Périmé avant collecte partenaire,3
6808,Épicerie Sèche,Riz,73.1,1.59,57,Sec,Sachet,2024-09-24 17:00:00,Tuesday,9,Pluies,0,S031,Bouaké,14.3,P005,296,715.5,26.8,1.1,346.5,1,72.8,,3
6809,Produits Laitiers,Yaourt,32.1,1.71,1,Frais,Plastique,2024-02-29 10:00:00,Thursday,2,Sèche,0,S012,San-Pédro,43.8,P025,1868,785.1,30.6,0.2,11.7,1,57.9,,3
6810,Boulangerie,Pain,14.7,1.23,1,Ambiante,Carton,2024-01-10 00:00:00,Wednesday,1,Sèche,0,S032,Abidjan,27.2,P006,726,394.8,25.4,1.1,14.4,0,74.1,Surstock partenaire (capacité pleine),1
6811,Viande & Poisson,Charcuterie,9.4,5.17,1,Frais,Vrac,2024-09-20 07:00:00,Friday,9,Pluies,0,S036,Abidjan,41.8,P012,1325,778.7,32.3,1.9,12.7,1,74.8,,3
6812,Fruits & Légumes,Fruits à noyau,43.6,1.27,2,Frais,Carton,2025-04-06 14:00:00,Sunday,4,Pluies,0,S037,Abidjan,18.1,P002,362,611.7,30.5,3.1,25.0,0,65.2,Surstock partenaire (capacité pleine),2
6813,Boulangerie,Pâtisserie,11.5,1.66,2,Ambiante,Carton,2024-09-04 09:00:00,Wednesday,9,Pluies,0,S029,Abidjan,31.0,P002,202,717.6,26.5,1.9,15.2,1,66.7,,4
6814,Produits Laitiers,Yaourt,22.2,1.95,3,Frais,Carton,2024-09-28 00:00:00,Saturday,9,Pluies,0,S017,Bouaké,18.7,P003,1430,286.0,24.7,1.3,21.9,1,62.9,,4
6815,Viande & Poisson,Boeuf,20.4,5.52,2,Frais,Plastique,2025-05-02 23:00:00,Friday,5,Pluies,0,S026,Abidjan,44.6,P018,833,55.0,27.2,5.4,26.0,0,69.3,Périmé avant collecte partenaire,2
6816,Produits Laitiers,Fromage,38.1,2.26,5,Frais,Carton,2024-04-09 02:00:00,Tuesday,4,Pluies,1,S032,San-Pédro,19.4,P001,106,122.0,35.7,0.9,16.0,1,36.4,,2
6817,Surgelés,Plats préparés surgelés,2.2,3.22,45,Surgelé,Plastique,2024-03-19 15:00:00,Tuesday,3,Sèche,1,S016,Abidjan,8.0,P024,222,507.7,28.8,2.3,127.6,1,59.4,,5
6818,Produits Laitiers,Beurre,62.0,2.29,3,Frais,Vrac,2024-12-27 20:00:00,Friday,12,Sèche,1,S014,Bouaké,32.1,P021,66,558.3,36.9,8.9,16.9,1,35.4,,3
6819,Surgelés,Légumes surgelés,41.9,3.16,11,Surgelé,Plastique,2025-02-14 10:00:00,Friday,2,Sèche,0,S023,Abidjan,25.1,P003,1183,104.2,23.6,1.1,53.1,1,41.6,,3
6820,Surgelés,Légumes surgelés,58.9,3.57,23,Surgelé,Plastique,2024-11-30 16:00:00,Saturday,11,Sèche,0,S018,San-Pédro,35.8,P012,1294,146.4,29.9,5.4,118.0,1,43.1,,3
6821,Épicerie Sèche,Riz,12.1,1.83,65,Sec,Plastique,2024-10-06 11:00:00,Sunday,10,Pluies,0,S010,Abidjan,35.4,P006,1054,422.9,29.5,7.2,255.4,1,71.2,,4
6822,Fruits & Légumes,Agrumes,12.4,1.21,2,Frais,Plastique,2024-12-18 13:00:00,Wednesday,12,Sèche,0,S024,Abidjan,23.0,P016,1631,796.8,29.4,2.9,22.0,0,75.0,Périmé avant collecte partenaire,2
6823,Fruits & Légumes,Fruits à noyau,6.6,1.41,1,Frais,Carton,2024-12-17 14:00:00,Tuesday,12,Sèche,0,S005,Yamoussoukro,18.6,P010,1997,250.5,32.3,1.1,11.6,1,49.1,,3
6824,Viande & Poisson,Volaille,14.3,4.44,2,Frais,Plastique,2025-01-27 15:00:00,Monday,1,Sèche,0,S004,San-Pédro,14.9,P002,1169,717.6,27.5,3.5,14.1,1,30.9,,4
6825,Surgelés,Plats préparés surgelés,31.8,3.83,45,Surgelé,Vrac,2024-10-10 16:00:00,Thursday,10,Pluies,0,S017,San-Pédro,26.7,P023,1806,401.4,24.5,0.5,206.8,1,62.0,,3
6826,Produits Laitiers,Yaourt,17.2,1.93,4,Frais,Sachet,2024-09-02 05:00:00,Monday,9,Pluies,0,S026,Abidjan,40.9,P018,1649,219.3,29.9,3.0,32.9,1,30.8,,3
6827,Boulangerie,Pâtisserie,10.3,1.76,1,Ambiante,Sachet,2024-01-01 13:00:00,Monday,1,Sèche,0,S034,Abidjan,23.7,P020,1308,497.2,30.2,0.9,15.6,0,84.4,Périmé avant collecte partenaire,1
6828,Produits Laitiers,Yaourt,31.0,2.49,1,Frais,Carton,2024-11-18 23:00:00,Monday,11,Sèche,0,S030,Abidjan,19.7,P005,473,742.4,29.9,8.9,11.2,1,37.5,,3
6829,Fruits & Légumes,Légumes feuilles,18.7,1.25,1,Frais,Sachet,2024-07-16 09:00:00,Tuesday,7,Pluies,0,S004,Abidjan,40.9,P008,534,242.4,30.6,6.4,11.8,1,48.5,,3
6830,Produits Laitiers,Fromage,27.1,2.45,4,Frais,Plastique,2024-04-20 01:00:00,Saturday,4,Pluies,0,S029,Abidjan,21.8,P022,593,385.3,25.8,4.9,23.6,1,59.1,,3
6831,Fruits & Légumes,Fruits à noyau,26.4,1.47,1,Frais,Plastique,2025-02-25 05:00:00,Tuesday,2,Sèche,1,S007,Abidjan,33.3,P007,675,658.4,27.4,4.9,10.4,1,40.5,,3
6832,Boulangerie,Pâtisserie,8.9,1.87,2,Ambiante,Carton,2024-11-28 16:00:00,Thursday,11,Sèche,0,S003,Korhogo,21.4,P019,1828,548.1,29.9,8.4,30.3,0,50.3,Problème logistique / retard transport,1
6833,Fruits & Légumes,Fruits à coque,28.1,1.53,3,Frais,Plastique,2024-09-14 21:00:00,Saturday,9,Pluies,0,S021,Bouaké,20.8,P007,603,429.7,29.0,5.9,14.5,1,74.8,,3
6834,Fruits & Légumes,Fruits à noyau,23.0,1.41,3,Frais,Plastique,2024-08-30 06:00:00,Friday,8,Pluies,0,S036,Korhogo,19.1,P004,1451,572.8,27.3,6.5,16.4,1,75.6,,4
6835,Viande & Poisson,Charcuterie,15.8,3.94,2,Frais,Plastique,2025-05-04 20:00:00,Sunday,5,Pluies,0,S003,San-Pédro,31.1,P011,646,94.7,28.4,20.1,20.1,1,72.4,,3
6836,Viande & Poisson,Boeuf,23.5,5.21,2,Frais,Carton,2024-03-30 00:00:00,Saturday,3,Sèche,1,S016,San-Pédro,14.4,P003,1700,161.9,26.8,2.3,12.9,1,42.9,,3
6837,Boulangerie,Pâtisserie,12.8,1.54,1,Ambiante,Sachet,2024-02-19 06:00:00,Monday,2,Sèche,0,S005,San-Pédro,16.7,P005,110,579.9,33.7,0.7,11.5,1,60.3,,2
6838,Produits Laitiers,Beurre,51.8,2.05,5,Frais,Carton,2025-06-14 13:00:00,Saturday,6,Pluies,0,S005,Korhogo,30.5,P006,1058,135.3,34.4,8.5,40.8,1,62.1,,3
6839,Boulangerie,Pain,32.7,1.94,2,Ambiante,Vrac,2024-07-22 21:00:00,Monday,7,Pluies,0,S020,Abidjan,38.4,P023,1349,648.4,25.2,8.8,20.4,1,60.3,,3
6840,Fruits & Légumes,Fruits à coque,103.1,1.35,2,Frais,Sachet,2024-09-04 07:00:00,Wednesday,9,Pluies,0,S028,Bouaké,43.9,P021,844,85.1,28.9,2.7,14.4,1,41.7,,4
6841,Produits Laitiers,Beurre,39.5,2.16,1,Frais,Carton,2025-05-28 20:00:00,Wednesday,5,Pluies,0,S012,Abidjan,20.3,P009,1649,241.1,27.6,4.0,10.2,1,66.4,,4
6842,Produits Laitiers,Lait,50.1,2.14,4,Frais,Plastique,2025-04-05 12:00:00,Saturday,4,Pluies,0,S028,San-Pédro,21.9,P014,887,443.0,34.7,7.7,28.6,1,57.9,,4
6843,Boulangerie,Viennoiserie,22.2,1.88,2,Ambiante,Carton,2025-03-07 04:00:00,Friday,3,Sèche,1,S014,San-Pédro,30.3,P012,329,316.6,28.5,2.7,12.1,1,54.8,,3
6844,Épicerie Sèche,Pâtes,12.9,2.14,30,Sec,Plastique,2024-11-08 23:00:00,Friday,11,Sèche,0,S015,Yamoussoukro,25.0,P025,1409,40.4,27.4,7.6,195.6,1,59.2,,3
6845,Fruits & Légumes,Fruits à noyau,17.2,1.28,2,Frais,Carton,2024-06-07 19:00:00,Friday,6,Pluies,0,S029,Yamoussoukro,6.4,P015,1782,221.5,25.2,1.9,28.5,0,62.3,Refusé par partenaire (qualité),1
6846,Fruits & Légumes,Fruits à noyau,39.3,1.14,1,Frais,Carton,2024-09-24 00:00:00,Tuesday,9,Pluies,0,S002,Yamoussoukro,14.7,P012,276,512.5,30.3,0.3,10.6,1,35.6,,3
6847,Produits Laitiers,Fromage,19.0,2.07,5,Frais,Sachet,2025-02-20 04:00:00,Thursday,2,Sèche,1,S019,Abidjan,3.3,P013,547,529.4,28.1,4.7,22.8,1,59.8,,4
6848,Fruits & Légumes,Légumes racines,29.1,1.35,2,Frais,Plastique,2024-12-10 02:00:00,Tuesday,12,Sèche,0,S018,Abidjan,43.2,P007,1894,319.7,25.3,3.2,18.9,1,67.3,,3
6849,Fruits & Légumes,Légumes racines,8.3,1.43,3,Frais,Plastique,2025-05-31 07:00:00,Saturday,5,Pluies,0,S017,Yamoussoukro,25.9,P017,805,487.2,27.0,0.1,20.4,1,55.2,,3
6850,Produits Laitiers,Lait,13.0,1.64,4,Frais,Sachet,2024-05-03 03:00:00,Friday,5,Pluies,0,S024,Korhogo,12.6,P002,1549,546.9,28.9,6.4,19.7,1,40.4,,4
6851,Boulangerie,Viennoiserie,22.5,1.21,1,Ambiante,Carton,2025-05-31 17:00:00,Saturday,5,Pluies,0,S015,Abidjan,31.3,P014,1529,565.1,24.3,3.9,10.5,1,31.8,,4
6852,Épicerie Sèche,Riz,4.6,2.05,54,Sec,Plastique,2025-02-08 11:00:00,Saturday,2,Sèche,0,S002,Abidjan,2.6,P006,1776,557.8,28.3,8.4,502.8,0,69.8,Problème logistique / retard transport,2
6853,Boulangerie,Pain,49.5,1.76,1,Ambiante,Vrac,2024-09-16 02:00:00,Monday,9,Pluies,0,S009,Bouaké,5.9,P019,811,121.5,37.4,2.1,18.2,0,87.2,Périmé avant collecte partenaire,1
6854,Produits Laitiers,Beurre,25.5,1.68,2,Frais,Vrac,2024-11-01 05:00:00,Friday,11,Sèche,0,S017,Abidjan,9.4,P024,175,295.7,31.9,4.2,13.7,1,51.9,,5
6855,Fruits & Légumes,Agrumes,143.7,1.51,3,Frais,Vrac,2025-06-17 19:00:00,Tuesday,6,Pluies,0,S001,Korhogo,42.0,P015,1654,423.7,32.4,1.1,24.3,1,72.4,,4
6856,Fruits & Légumes,Agrumes,2.4,1.45,2,Frais,Carton,2024-08-13 03:00:00,Tuesday,8,Pluies,0,S003,Abidjan,31.4,P008,1412,317.5,32.0,7.7,14.4,1,45.1,,5
6857,Épicerie Sèche,Riz,21.5,1.58,10,Sec,Carton,2025-03-04 02:00:00,Tuesday,3,Sèche,1,S022,San-Pédro,23.1,P004,420,411.5,29.4,1.6,45.1,1,44.3,,3
6858,Épicerie Sèche,Céréales,33.1,2.13,35,Sec,Sachet,2024-04-13 05:00:00,Saturday,4,Pluies,0,S020,Abidjan,9.0,P024,1918,777.7,25.0,0.3,183.6,1,38.8,,4
6859,Fruits & Légumes,Légumes feuilles,127.3,1.27,3,Frais,Carton,2024-10-31 18:00:00,Thursday,10,Pluies,0,S036,Abidjan,25.1,P014,1977,784.2,29.0,12.8,26.9,1,55.8,,3
6860,Fruits & Légumes,Fruits à noyau,20.8,1.23,1,Frais,Plastique,2024-06-20 02:00:00,Thursday,6,Pluies,0,S032,Abidjan,42.8,P007,190,501.0,29.8,7.6,24.4,0,70.8,Périmé avant collecte partenaire,3
6861,Viande & Poisson,Volaille,54.9,5.61,2,Frais,Sachet,2024-09-10 17:00:00,Tuesday,9,Pluies,0,S021,Korhogo,30.9,P008,1212,113.7,30.8,2.0,37.1,0,58.7,Surstock partenaire (capacité pleine),2
6862,Surgelés,Légumes surgelés,66.7,2.6,14,Surgelé,Plastique,2024-05-01 05:00:00,Wednesday,5,Pluies,0,S025,Abidjan,16.4,P018,907,425.4,29.0,2.4,50.2,1,41.1,,4
6863,Viande & Poisson,Poisson frais,22.4,4.71,1,Frais,Sachet,2025-06-01 22:00:00,Sunday,6,Pluies,0,S021,Abidjan,41.2,P012,1484,91.5,25.8,0.9,16.0,0,85.3,Problème logistique / retard transport,2
6864,Produits Laitiers,Lait,30.3,2.54,5,Frais,Vrac,2025-06-24 19:00:00,Tuesday,6,Pluies,0,S007,Abidjan,20.5,P006,430,785.1,30.8,1.8,26.2,1,42.3,,2
6865,Viande & Poisson,Poisson frais,15.3,4.7,1,Frais,Plastique,2024-04-12 05:00:00,Friday,4,Pluies,0,S034,Yamoussoukro,21.7,P009,1590,79.4,26.9,1.0,10.4,1,36.5,,3
6866,Produits Laitiers,Beurre,15.6,2.3,2,Frais,Plastique,2024-07-04 07:00:00,Thursday,7,Pluies,0,S035,Yamoussoukro,28.1,P014,264,190.9,28.0,1.3,15.0,1,69.4,,5
6867,Fruits & Légumes,Fruits à coque,20.7,1.54,2,Frais,Carton,2025-06-06 18:00:00,Friday,6,Pluies,0,S014,Yamoussoukro,16.9,P017,1107,733.4,27.4,3.2,15.2,1,59.8,,3
6868,Épicerie Sèche,Céréales,90.7,1.77,7,Sec,Plastique,2025-01-30 04:00:00,Thursday,1,Sèche,0,S034,Bouaké,33.8,P011,1441,28.5,25.1,11.9,55.7,1,72.8,,5
6869,Viande & Poisson,Poisson frais,28.6,4.67,1,Frais,Vrac,2025-05-11 19:00:00,Sunday,5,Pluies,0,S013,Bouaké,28.1,P013,1146,770.0,32.0,12.9,10.7,1,76.4,,4
6870,Viande & Poisson,Poisson frais,62.4,5.69,2,Frais,Plastique,2024-03-30 20:00:00,Saturday,3,Sèche,1,S011,Abidjan,10.6,P024,198,38.1,34.2,0.4,9.0,1,75.3,,4
6871,Produits Laitiers,Fromage,10.2,2.1,4,Frais,Vrac,2024-05-28 01:00:00,Tuesday,5,Pluies,0,S016,Abidjan,40.1,P017,1690,339.8,34.8,13.8,21.7,1,73.5,,4
6872,Produits Laitiers,Fromage,24.0,2.5,2,Frais,Carton,2024-12-24 15:00:00,Tuesday,12,Sèche,1,S028,Abidjan,43.3,P016,863,608.3,28.8,14.4,15.2,1,57.5,,5
6873,Produits Laitiers,Fromage,33.3,2.04,5,Frais,Carton,2024-02-21 07:00:00,Wednesday,2,Sèche,0,S035,Yamoussoukro,5.4,P013,785,586.5,29.0,12.0,31.6,1,58.6,,3
6874,Produits Laitiers,Lait,19.3,2.41,4,Frais,Vrac,2025-06-26 16:00:00,Thursday,6,Pluies,0,S039,Yamoussoukro,28.8,P022,1335,400.2,29.0,2.0,23.2,1,41.9,,4
6875,Produits Laitiers,Fromage,65.2,2.01,2,Frais,Sachet,2025-02-02 05:00:00,Sunday,2,Sèche,0,S013,Abidjan,2.4,P012,1002,539.8,26.7,3.8,14.7,1,32.1,,4
6876,Produits Laitiers,Fromage,21.3,1.83,5,Frais,Plastique,2024-02-13 06:00:00,Tuesday,2,Sèche,0,S017,Abidjan,29.9,P022,1032,385.0,35.0,2.1,27.3,1,54.6,,4
6877,Surgelés,Viande surgelée,18.2,3.37,15,Surgelé,Carton,2024-05-15 05:00:00,Wednesday,5,Pluies,0,S033,Abidjan,25.7,P021,1681,249.0,32.5,6.9,103.8,1,74.1,,4
6878,Épicerie Sèche,Pâtes,17.4,2.29,12,Sec,Vrac,2024-04-15 13:00:00,Monday,4,Pluies,0,S015,Yamoussoukro,30.3,P007,1962,613.1,31.8,8.4,68.1,1,39.3,,3
6879,Fruits & Légumes,Fruits à noyau,15.1,1.0,1,Frais,Vrac,2024-06-28 19:00:00,Friday,6,Pluies,0,S037,Yamoussoukro,40.1,P025,1525,742.6,30.6,0.5,12.4,1,46.3,,4
6880,Boulangerie,Viennoiserie,13.1,1.94,2,Ambiante,Vrac,2024-04-10 11:00:00,Wednesday,4,Pluies,0,S017,Abidjan,3.8,P021,1040,225.8,35.0,7.9,14.3,1,40.1,,3
6881,Produits Laitiers,Lait,11.9,1.64,4,Frais,Carton,2024-01-08 11:00:00,Monday,1,Sèche,0,S030,Abidjan,27.4,P006,305,323.7,29.6,2.3,32.1,1,40.3,,4
6882,Viande & Poisson,Poisson frais,18.7,5.08,1,Frais,Plastique,2024-01-31 23:00:00,Wednesday,1,Sèche,0,S039,Abidjan,17.6,P005,710,238.2,26.3,5.8,22.7,0,66.1,Périmé avant collecte partenaire,3
6883,Fruits & Légumes,Légumes racines,13.2,1.5,1,Frais,Carton,2025-03-07 11:00:00,Friday,3,Sèche,1,S025,San-Pédro,40.5,P004,1165,539.3,21.0,7.0,15.6,0,50.9,Refusé par partenaire (qualité),1
6884,Épicerie Sèche,Conserves,6.5,1.49,38,Sec,Vrac,2024-02-17 14:00:00,Saturday,2,Sèche,0,S011,Abidjan,39.3,P021,1833,212.4,35.6,11.5,154.4,1,36.5,,5
6885,Boulangerie,Pain,41.0,1.88,1,Ambiante,Plastique,2025-02-18 04:00:00,Tuesday,2,Sèche,0,S028,Korhogo,2.1,P016,811,117.7,26.6,1.2,15.5,0,76.1,Refusé par partenaire (qualité),1
6886,Surgelés,Légumes surgelés,19.6,2.72,28,Surgelé,Sachet,2024-11-06 19:00:00,Wednesday,11,Sèche,0,S026,Bouaké,14.3,P004,1806,669.5,27.8,2.5,160.6,1,56.9,,3
6887,Épicerie Sèche,Riz,15.1,2.05,61,Sec,Carton,2025-02-23 19:00:00,Sunday,2,Sèche,1,S027,Abidjan,5.4,P008,666,398.1,32.0,3.6,172.7,1,42.1,,3
6888,Fruits & Légumes,Légumes racines,13.0,1.08,2,Frais,Plastique,2025-04-25 22:00:00,Friday,4,Pluies,0,S032,Korhogo,31.9,P012,1050,721.2,32.7,1.5,17.0,1,74.9,,3
6889,Boulangerie,Pâtisserie,16.1,1.45,1,Ambiante,Sachet,2024-08-09 13:00:00,Friday,8,Pluies,0,S035,Yamoussoukro,6.1,P001,693,440.4,26.2,19.1,10.7,1,57.0,,3
6890,Boulangerie,Pain,14.6,1.93,1,Ambiante,Vrac,2025-03-07 16:00:00,Friday,3,Sèche,1,S016,San-Pédro,35.4,P013,348,718.8,29.1,1.7,7.0,1,70.1,,4
6891,Viande & Poisson,Boeuf,21.6,4.23,2,Frais,Plastique,2025-06-27 00:00:00,Friday,6,Pluies,0,S010,Abidjan,18.9,P017,1736,654.0,25.2,9.4,15.1,1,42.9,,4
6892,Produits Laitiers,Fromage,46.8,2.36,2,Frais,Vrac,2024-07-12 06:00:00,Friday,7,Pluies,0,S009,Abidjan,18.2,P002,1296,615.0,25.1,0.0,12.6,1,43.0,,3
6893,Fruits & Légumes,Fruits à noyau,13.4,1.38,1,Frais,Carton,2024-05-23 05:00:00,Thursday,5,Pluies,0,S010,Korhogo,2.5,P014,1628,48.3,31.7,6.8,9.3,1,43.2,,4
6894,Fruits & Légumes,Fruits à noyau,22.5,1.08,1,Frais,Carton,2025-01-22 02:00:00,Wednesday,1,Sèche,0,S036,Yamoussoukro,11.1,P021,841,523.9,29.5,0.0,18.6,0,78.0,Problème logistique / retard transport,2
6895,Viande & Poisson,Charcuterie,38.8,4.32,2,Frais,Vrac,2025-02-08 16:00:00,Saturday,2,Sèche,0,S022,Abidjan,25.6,P006,1696,498.2,31.7,2.8,13.9,1,62.8,,3
6896,Surgelés,Légumes surgelés,86.0,3.74,15,Surgelé,Vrac,2024-05-16 06:00:00,Thursday,5,Pluies,0,S001,San-Pédro,27.9,P006,1518,493.0,29.8,0.6,70.4,1,55.7,,4
6897,Boulangerie,Viennoiserie,28.8,1.24,1,Ambiante,Carton,2024-12-09 18:00:00,Monday,12,Sèche,0,S023,Bouaké,1.1,P009,493,547.1,27.7,1.0,17.8,0,57.2,Refusé par partenaire (qualité),3
6898,Fruits & Légumes,Fruits à coque,156.7,1.21,1,Frais,Carton,2025-04-23 20:00:00,Wednesday,4,Pluies,0,S030,Yamoussoukro,10.0,P016,693,547.8,33.7,4.3,10.2,1,48.0,,4
6899,Viande & Poisson,Poisson frais,7.9,5.02,1,Frais,Sachet,2025-06-10 13:00:00,Tuesday,6,Pluies,0,S018,Bouaké,10.5,P007,596,240.1,29.8,0.3,11.6,1,56.9,,4
6900,Fruits & Légumes,Légumes racines,116.0,0.99,1,Frais,Vrac,2025-05-11 19:00:00,Sunday,5,Pluies,0,S023,Bouaké,15.3,P009,175,294.9,32.6,7.6,11.8,1,38.0,,5
6901,Viande & Poisson,Boeuf,36.9,3.99,2,Frais,Vrac,2025-05-03 00:00:00,Saturday,5,Pluies,0,S003,Korhogo,30.6,P016,625,81.2,26.3,1.4,12.9,1,65.5,,4
6902,Épicerie Sèche,Conserves,30.6,2.06,48,Sec,Vrac,2025-06-11 11:00:00,Wednesday,6,Pluies,0,S017,Yamoussoukro,23.4,P012,1186,575.3,28.3,9.6,329.1,1,59.8,,4
6903,Produits Laitiers,Lait,136.3,1.84,4,Frais,Vrac,2025-03-11 03:00:00,Tuesday,3,Sèche,1,S028,Bouaké,3.8,P004,1181,659.6,28.1,3.5,16.6,1,46.1,,3
6904,Viande & Poisson,Poisson frais,4.9,3.76,2,Frais,Plastique,2024-08-04 06:00:00,Sunday,8,Pluies,0,S003,San-Pédro,31.2,P001,936,391.9,23.2,3.6,16.5,1,64.7,,3
6905,Fruits & Légumes,Fruits à coque,20.1,1.25,1,Frais,Carton,2024-06-08 02:00:00,Saturday,6,Pluies,0,S019,Abidjan,44.2,P015,1758,57.4,29.9,0.5,22.6,0,89.9,Périmé avant collecte partenaire,1
6906,Fruits & Légumes,Légumes feuilles,11.1,1.31,2,Frais,Carton,2025-03-15 00:00:00,Saturday,3,Sèche,1,S036,Yamoussoukro,36.9,P023,1089,461.7,32.1,6.0,18.4,0,89.7,Périmé avant collecte partenaire,1
6907,Fruits & Légumes,Fruits à coque,47.3,1.35,1,Frais,Carton,2024-06-19 04:00:00,Wednesday,6,Pluies,0,S001,Abidjan,42.5,P006,452,275.4,26.1,3.8,21.1,0,72.2,Problème logistique / retard transport,1
6908,Boulangerie,Viennoiserie,5.2,1.82,1,Ambiante,Plastique,2024-11-17 06:00:00,Sunday,11,Sèche,0,S010,Abidjan,14.7,P017,1445,158.0,32.1,0.2,10.8,1,75.7,,5
6909,Fruits & Légumes,Légumes racines,39.8,1.51,1,Frais,Plastique,2024-05-21 11:00:00,Tuesday,5,Pluies,0,S018,Bouaké,6.5,P017,1501,430.8,28.2,0.8,11.9,1,79.2,,4
6910,Épicerie Sèche,Pâtes,41.7,2.12,43,Sec,Plastique,2024-12-22 02:00:00,Sunday,12,Sèche,1,S031,Yamoussoukro,2.8,P025,393,117.0,28.3,0.5,159.8,1,34.3,,3
6911,Surgelés,Légumes surgelés,8.8,3.37,37,Surgelé,Plastique,2024-04-05 05:00:00,Friday,4,Pluies,1,S039,Abidjan,30.4,P007,1447,577.0,29.7,3.9,159.1,1,42.4,,3
6912,Produits Laitiers,Yaourt,8.7,2.16,2,Frais,Plastique,2025-06-15 09:00:00,Sunday,6,Pluies,0,S027,Bouaké,7.1,P005,305,580.9,25.2,0.5,26.7,0,73.0,Périmé avant collecte partenaire,2
6913,Viande & Poisson,Boeuf,79.9,4.85,2,Frais,Plastique,2024-11-23 05:00:00,Saturday,11,Sèche,0,S012,Abidjan,7.1,P012,981,611.0,27.6,2.1,18.7,0,60.8,Surstock partenaire (capacité pleine),2
6914,Boulangerie,Pain,142.7,1.64,1,Ambiante,Plastique,2024-09-24 01:00:00,Tuesday,9,Pluies,0,S015,Bouaké,10.3,P014,1107,683.4,34.5,2.0,9.7,1,45.5,,3
6915,Surgelés,Viande surgelée,60.2,2.56,31,Surgelé,Vrac,2024-01-19 11:00:00,Friday,1,Sèche,0,S010,Yamoussoukro,23.5,P003,525,570.1,28.7,9.8,136.0,1,57.2,,4
6916,Fruits & Légumes,Fruits à noyau,34.9,1.06,3,Frais,Plastique,2024-08-05 03:00:00,Monday,8,Pluies,0,S015,Yamoussoukro,8.2,P016,1913,139.1,28.6,0.8,22.0,1,54.4,,4
6917,Produits Laitiers,Beurre,26.2,1.96,2,Frais,Carton,2025-01-10 23:00:00,Friday,1,Sèche,0,S028,Abidjan,19.7,P003,1587,362.7,29.5,2.1,18.4,1,62.0,,4
6918,Fruits & Légumes,Légumes racines,47.6,1.33,1,Frais,Plastique,2024-08-04 14:00:00,Sunday,8,Pluies,0,S011,Abidjan,22.9,P002,1097,775.7,32.5,2.4,10.5,1,30.9,,4
6919,Produits Laitiers,Lait,6.0,1.78,1,Frais,Carton,2025-06-09 19:00:00,Monday,6,Pluies,0,S009,Yamoussoukro,44.2,P015,237,149.6,36.8,3.8,14.0,1,44.6,,4
6920,Boulangerie,Pain,25.9,1.91,1,Ambiante,Plastique,2024-09-10 17:00:00,Tuesday,9,Pluies,0,S028,San-Pédro,40.8,P023,1489,388.6,26.2,1.4,18.3,0,83.3,Problème logistique / retard transport,1
6921,Surgelés,Légumes surgelés,12.1,2.82,41,Surgelé,Sachet,2024-03-10 12:00:00,Sunday,3,Sèche,1,S017,Abidjan,13.2,P009,600,207.6,34.9,4.5,209.6,0,62.9,Refusé par partenaire (qualité),2
